Dataset identifier,Study identifier,Disease identifier,Endpoint identifier,Environment identifier,Measurement-scale identifier,Response direction,Study role,Data source,Reported observations (n),Observations in quantitative summaries (n),Descriptive or supporting observations (n),Observations with categorical responses (n),Observations with numerical responses (n),Observations assessed using the candidate criterion (n)
ref_komolong_ergot_ovary_2003,ref_komolong_ergot_ovary_2003,ergot,ovary_colonization_rate_percent_per_hour_mean_103_to_120_h,brisbane_controlled_environment_1e6_conidia_ml_isolate_SE43,mean_percent_ovary_area_colonized_per_hour,Lower values indicate a more favorable response,Male sterile line previously most susceptible,Publicly available study source,1,1,0,1,1,0
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,B line parent,Publicly available study source,5,5,0,5,5,5
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,Grain mold resistant landrace control,Publicly available study source,1,1,0,1,1,0
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,Grain mold susceptible cultivar control,Publicly available study source,1,1,0,1,1,0
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,High yielding b line control,Publicly available study source,1,1,0,1,1,0
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,Popular hybrid control,Publicly available study source,1,1,0,1,1,0
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,R line parent,Publicly available study source,7,7,0,7,7,7
ref_kumar_icrisat_grain_mold_hybrids_2008,ref_kumar_icrisat_grain_mold_hybrids_2008,grain_mold,field_panicle_grain_mold_rating_two_year_mean,icrisat_patancheru_india_2006_2007_rainy_seasons_sprinkler_screening_nursery_pooled,panicle_grain_mold_rating_1_9_1_less_than_10_percent_9_more_than_90_percent_mold_infected_grain,Lower values indicate a more favorable response,Test hybrid,Publicly available study source,9,9,0,9,9,9
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Resistant check,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Susceptible check with conflicting source identifiers,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Sorghum conversion panel line,Publicly available study source,694,694,0,675,675,694
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016_2017_combined,combined_year_audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Resistant check,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016_2017_combined,combined_year_audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Susceptible check with conflicting source identifiers,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2016_2017_combined,combined_year_audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Sorghum conversion panel line,Publicly available study source,694,694,0,693,693,694
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2017,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Resistant check,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2017,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Susceptible check with conflicting source identifiers,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_audpc_blup,urbana_illinois_field_2017,audpc_line_effect_blup_from_percent_diseased_leaf_area,Lower values indicate less disease,Sorghum conversion panel line,Publicly available study source,694,694,0,642,642,694
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_incubation_period_blup,urbana_illinois_greenhouse_2018,incubation_period_days_to_first_lesion_line_effect_blup,The source gives conflicting interpretations of response direction,Resistant check,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_incubation_period_blup,urbana_illinois_greenhouse_2018,incubation_period_days_to_first_lesion_line_effect_blup,The source gives conflicting interpretations of response direction,Susceptible check with conflicting source identifiers,Publicly available study source,1,1,0,1,1,0
ref_mcmahan_conversion_panel_leaf_blight_2020,ref_mcmahan_conversion_panel_leaf_blight_2020,leaf_blight,leaf_blight_incubation_period_blup,urbana_illinois_greenhouse_2018,incubation_period_days_to_first_lesion_line_effect_blup,The source gives conflicting interpretations of response direction,Sorghum conversion panel line,Publicly available study source,694,694,0,596,596,694
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS100_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS104_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS105_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS106_F43a,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS106_F43b,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS108_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS110_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS111_F43,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS74_F33,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS89_f40,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_AS90_F40,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_HU14_F02,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_HU22_F04,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_HU28_F06,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_HU34_F06,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_NK73_F37,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW117_F46,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW122_F47,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW123_F47,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW125_F47,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW74_F34,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW83_F37,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW84_F37,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW85_F37,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,isolate_reaction,isolate_PW90_F40,binary_reaction_R_S,Resistant classification is favorable,Differential line,Publicly available study source,25,25,0,25,0,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,mean_genotype_severity_percent,across_25_isolates,severity_percent_0_100,Lower values indicate a more favorable response,Differential line,Publicly available study source,25,25,0,25,25,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,mean_isolate_severity_percent,across_25_sorghum_genotypes,severity_percent_0_100,Descriptive endpoint,Pathogen isolate,Publicly available study source,25,25,0,25,25,0
ref_mekonen_ethiopia_anthracnose_pathotypes_2024,ref_mekonen_ethiopia_anthracnose_pathotypes_2024,anthracnose,number_susceptible_reactions,across_25_isolates,count_0_25,Lower values indicate a more favorable response,Differential line,Publicly available study source,25,25,0,25,25,0
ref_mengistu_ethiopia_anthracnose_2021,ref_mengistu_ethiopia_anthracnose_2021,anthracnose,final_anthracnose_severity,bako_ethiopia_2016_2018_combined,anthracnose_severity_percent_0_100,Lower values indicate a more favorable response,Genotype,Publicly available study source,365,365,0,365,365,0
ref_mengistu_ethiopia_anthracnose_2021,ref_mengistu_ethiopia_anthracnose_2021,anthracnose,final_anthracnose_severity,bako_ethiopia_2016_2018_combined,anthracnose_severity_percent_0_100,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_mengistu_ethiopia_anthracnose_2021,ref_mengistu_ethiopia_anthracnose_2021,anthracnose,relative_audpc,bako_ethiopia_2016_2018_combined,relative_audpc_percent_of_susceptible_check,Lower values indicate a more favorable response,Genotype,Publicly available study source,365,365,0,365,365,0
ref_mengistu_ethiopia_anthracnose_2021,ref_mengistu_ethiopia_anthracnose_2021,anthracnose,relative_audpc,bako_ethiopia_2016_2018_combined,relative_audpc_percent_of_susceptible_check,Lower values indicate a more favorable response,Susceptible check,Publicly available study source,1,1,0,1,1,0
ref_mpofu_grain_mold_fgs_2014,ref_mpofu_grain_mold_fgs_2014,grain_mold,historical_field_grain_mold_grade_score,prior_field_evaluations_years_sites_and_replication_unreported,field_grain_mold_grade_1_5_1_no_visible_mold_2_1_to_10_percent_3_11_to_25_percent_4_26_to_50_percent_5_more_than_50_percent,Lower values indicate a more favorable response,Selected genotype for 2006 greenhouse experiment,Publicly available study source,11,11,0,11,11,0
ref_mpofu_grain_mold_fgs_2014,ref_mpofu_grain_mold_fgs_2014,grain_mold,historical_reported_grain_mold_resistance_class,prior_field_evaluations_years_sites_and_replication_unreported,reported_R_I_S_from_field_grade_R_at_most_2_I_more_than_2_at_most_3_S_more_than_3_at_most_5,Lower values indicate a more favorable response,Selected genotype for 2006 greenhouse experiment,Publicly available study source,11,11,0,11,0,0
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,all_three_regions_six_locations_three_rainy_seasons_2018_2020_overall,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet i entry,Publicly available study source,10,10,0,10,10,10
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,all_three_regions_six_locations_three_rainy_seasons_2018_2020_overall,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet ii entry,Publicly available study source,6,6,0,6,6,6
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,all_three_regions_six_locations_three_rainy_seasons_2018_2020_overall,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released national variety,Publicly available study source,3,3,0,3,3,3
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,all_three_regions_six_locations_three_rainy_seasons_2018_2020_overall,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state level variety,Publicly available study source,1,1,0,1,1,1
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,all_three_regions_six_locations_three_rainy_seasons_2018_2020_overall,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state variety,Publicly available study source,4,4,0,4,4,4
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,at_adilabad_tandur_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet i entry,Publicly available study source,10,10,0,10,10,10
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,at_adilabad_tandur_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet ii entry,Publicly available study source,6,6,0,6,6,6
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,at_adilabad_tandur_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released national variety,Publicly available study source,3,3,0,3,3,3
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,at_adilabad_tandur_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state level variety,Publicly available study source,1,1,0,1,1,1
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,at_adilabad_tandur_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state variety,Publicly available study source,4,4,0,4,4,4
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,mh_madhira_hyderabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet i entry,Publicly available study source,10,10,0,10,10,10
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,mh_madhira_hyderabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet ii entry,Publicly available study source,6,6,0,6,6,6
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,mh_madhira_hyderabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released national variety,Publicly available study source,3,3,0,3,3,3
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,mh_madhira_hyderabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state level variety,Publicly available study source,1,1,0,1,1,1
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,mh_madhira_hyderabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state variety,Publicly available study source,4,4,0,4,4,4
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,pn_palem_nizamabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet i entry,Publicly available study source,10,10,0,10,10,10
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,pn_palem_nizamabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Aet ii entry,Publicly available study source,6,6,0,6,6,6
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,pn_palem_nizamabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released national variety,Publicly available study source,3,3,0,3,3,3
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,pn_palem_nizamabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state level variety,Publicly available study source,1,1,0,1,1,1
ref_nageshkumar_india_genetic_gain_grain_mold_2022,ref_nageshkumar_india_genetic_gain_grain_mold_2022,grain_mold,reported_grain_mold_score_performance_value,pn_palem_nizamabad_three_rainy_seasons_2018_2020_joint,visual_panicle_grain_mold_rating_1_9_1_no_mold_2_1_to_5_percent_3_6_to_10_percent_4_11_to_20_percent_5_21_to_30_percent_6_31_to_40_percent_7_41_to_50_percent_8_51_to_75_percent_9_76_to_100_percent,Lower values indicate a more favorable response,Released state variety,Publicly available study source,4,4,0,4,4,4
ref_navi_elite_multiple_disease_2003,ref_navi_elite_multiple_disease_2003,multiple_sorghum_diseases,reported_free_from_all_observed_diseases,icrisat_patancheru_india_rainy_season_2001_natural_disease_pressure,categorical_selected_accession_list_no_disease_specific_scores,Disease-free classification is favorable,Elite landrace selected as disease free,Publicly available study source,82,82,0,82,0,82
ref_sharma_minicore_foliar_diseases_2012,ref_sharma_minicore_foliar_diseases_2012,anthracnose,reported_anthracnose_score,icrisat_patancheru_rainy_2009,foliar_disease_severity_score_1_9,Lower values indicate a more favorable response,Accession,Publicly available study source,243,243,0,243,243,243
